,transform_text,Class
610,fine imma get drink somethin want come find,0
611,22 day kick euro2004 u kept date latest news result daili remov send get txt stop 83222,1
612,valentin game send di msg ur friend 5 answer r someon realli love colour suit best rpli,0
613,mani depend,0
614,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u,0
615,call said choos futur,0
616,happi valentin day know earli hundr handsom beauti wish thought finish aunti uncl 1st,0
617,like v shock leh co tell shuhui like tell leona also like dat almost know liao got ask abt ur reaction lor,0
618,famili happi,0
619,come n pick ü come immedi aft ur lesson,0
620,let snow let snow kind weather bring ppl togeth friendship grow,0
621,dear got lt gt dollar hi hi,0
622,good word word may leav u dismay mani time,0
623,make sure alex know birthday fifteen minut far concern,0
624,sorri got thing may pub later,0
625,nah straight bring bud drink someth actual littl use straight cash,0
626,haha good hear offici paid market 8th,0
627,mani lick take get center tootsi pop,0
628,yup thk r e teacher said make face look longer darren ask 2 cut short,0
629,new textbuddi chat 2 horni guy ur area 4 25p free 2 receiv search postcod txt one name 89693,1
630,today vodafon number end 4882 select receiv award number match call 09064019014 receiv award,1
631,pleas dont say like hi hi hi,0
632,thank u,0
633,oh forward messag thought send,0
634,got seventeen pound seven hundr ml hope ok,0
635,dear voucher holder 2 claim week offer pc go http ts cs stop text txt stop 80062,1
636,n funni,0
637,sweetheart hope kind day one load reason smile biola,0
638,ü login dat time dad fetch ü home,0
639,shower babi,0
640,askd u question hour answer,0
641,well imma definit need restock thanksgiv let know,0
642,said kiss kiss ca sound effect gorgeou man kind person need smile brighten day,0
643,probabl gon na swing wee bit,0
644,ya nice readi thursday,0
645,allo brave buse taken train triumph mean b ham jolli good rest week,0
646,watch cartoon listen music amp eve go templ amp church u,0
647,mind ask happen dont say uncomfort,0
648,privat 2003 account statement show 800 point call 08715203694 identifi code 40533 expir,1
649,prob send email,0
650,cash prize claim call09050000327 c rstm sw7 3ss 150ppm,1
651,that cool sometim slow gentl sonetim rough hard,0
652,gon na say sorri would normal start panic time sorri see tuesday,0
653,wait know wesley town bet hella drug,0
654,fine miss much,0
655,u got person stori,0
656,tell drug dealer get impati,0
657,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg gud evng,0
658,place man,0
659,doesnt make sens take unless free need know,0
660,88800 89034 premium phone servic call 08718711108,1
661,sea lay rock rock envelop envelop paper paper 3 word,0
662,mum repent,0
663,sorri go home first daddi come fetch ü later,0
664,leav de start prepar next,0
665,ye babi studi posit kama sutra,0
666,en chikku nang bakra msg kalstiya,0
667,carlo minut still need buy,0
668,pay lt decim gt lakh,0
669,good even ttyl,0
670,u receiv msg,0
671,ho ho big belli laugh see ya tomo,0
672,sm ac sun0819 post hello seem cool want say hi hi stop send stop 62468,1
673,get ur 1st rington free repli msg tone gr8 top 20 tone phone everi week per wk 2 opt send stop 08452810071 16,1
674,ditto wo worri say anyth anymor like said last night whatev want peac,0
675,got lt gt way could pick,0
676,dont knw pa drink milk,0
677,mayb say hi find got card great escap wetherspoon,0
678,piggi r u awak bet u still sleep go 4 lunch,0
679,caus freaki lol,0
680,miss call caus yell scrappi miss ca wait u come home lone today,0
681,place talk explain,0
682,ü log 4 wat sdryb8i,0
683,xy go 4 e lunch,0
684,hi sue 20 year old work lapdanc love sex text live bedroom text sue textoper g2 1da 150ppmsg,1
685,want ask ü wait 4 finish lect co lect finish hour anyway,0
686,finish work yet,0
687,everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni8,0
688,dear case u r come cochin pl call bfore u shall also reach tell day u r engag an holiday,0
689,thank love torch bold,0
690,forward 448712404000 pleas call 08712404000 immedi urgent messag wait,1
691,farm open,0
692,sorri troubl u buy 4d dad 1405 1680 2 big 1 small sat n sun thanx,0
693,sister law hope great month say hey abiola,0
694,purchas stuff today mail po box number,0
695,ah poop look like ill prob send laptop get fix cuz gpu problem,0
696,good good job like entrepreneur,0
697,aight close still around alex place,0
698,meet corpor st outsid gap see mind work,0
699,mum ask ü buy food home,0
700,k u also dont msg repli msg,0
701,much r ü will pay,0
702,sorri call later,0
703,import prevent dehydr give enough fluid,0
704,that bit weird even suppos happen good idea sure pub,0
705,true dear sat pray even felt sm time,0
706,think get away trek long famili town sorri,0
707,wan na gym harri,0
708,quit late lar ard 12 anyway wun b drivin,0
709,review keep fantast nokia game deck club nokia go 2 unsubscrib alert repli word,1
710,4mth half price orang line rental latest camera phone 4 free phone call mobilesdirect free 08000938767 updat or2stoptxt cs,1
711,height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move said made student wont even start datz confid,0
712,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke,0
713,08714712388 cost 10p,1
714,save stress person dorm account send account detail money sent,0
715,also know lunch menu da know,0
716,stuff sell tell,0
717,urgent 2nd attempt contact u u call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari 50,1
718,book lesson msg call work sth go get spec membership px3748,0
719,guarante cash prize claim yr prize call custom servic repres 08714712394,1
720,macha dont feel assum one even wonder plan life begin anytim,0
721,oh send address,0
722,anytim best,0
723,wondar full flim,0
724,ya even cooki jelli,0
725,world run feel admit correct let call keep run world may u r also run,0
726,got look scrumptiou daddi want eat night long,0
727,co lar ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today,0
728,alright omw got ta chang order half8th,0
729,exactli anyway far jide studi visit,0
730,dunno u ask,0
731,email alertfrom jeri stewarts 2kbsubject prescripiton drvgsto listen email call 123,1
732,spring come earli yay,0
733,lol wo feel bad use money take steak dinner,0
734,even u dont get troubl convinc tel twice tel neglect msg dont c read dont repli,0
735,leav qatar tonit search went add ur prayer,0
736,one talk,0
737,thank look realli appreci,0
738,hi custom loyalti offer new nokia6650 mobil txtauction txt word start 81151 get 4t ctxt tc,1
739,wish,0
740,haha mayb u rite u know well da feel like someon gd lor u faster go find one gal group attach liao,0
741,ye glad made,0
742,well littl time thing good time ahead,0
743,got room soon put clock back til 8 shout everyon get realis wahay anoth hour bed,0
744,may free gym,0
745,men like shorter ladi gaze eye,0
746,dunno ju say go lido time 930,0
747,promis take good care princess run pleas send pic get chanc ttyl,0
748,u subscrib best mobil content servic uk per 10 day send stop helplin 08706091795,1
749,reason spoken year anyway great week best exam,0
750,monday next week give full gist,0
751,realiz 40 year thousand old ladi run around tattoo,1
752,import custom servic announc premier,1
753,dont gim lip caveboy,0
754,get librari,0
755,reali recognis number confus r u pleas,0
756,didnt holla,0
757,cant think anyon spare room top head,0
758,faith make thing possibl hope make thing work love make thing beauti may three christma merri christma,0
759,u made appoint,0
760,call phone vibrat act might hear text,0
761,romant pari 2 night 2 flight book 4 next year call 08704439680t cs appli,1
762,grandma oh dear u still ill felt shit morn think hungov anoth night leav sat,0
763,urgent ur guarante award still unclaim call 09066368327 claimcod m39m51,1
764,noth ju tot u would ask co u ba gua went mt faber yest yest ju went alreadi mah today go ju call lor,0
765,wish famili merri x ma happi new year advanc,0
766,ur award citi break could win summer shop spree everi wk txt store 88039 skilgm tscs087147403231winawk age16,1
767,nt goin got somethin unless meetin 4 dinner lor haha wonder go ti time,0
768,sorri call later,0
769,cant pick phone right pl send messag,0
770,lol know dramat school alreadi close tomorrow appar ca drive inch snow suppos get,0
771,get anywher damn job hunt,0
772,lol u drunkard hair moment yeah still 4 tonight wat plan,0
773,idc get weasel way shit twice row,0
774,wil lt gt minut got space,0
775,sleep surf,0
776,thank pick trash,0
777,go tell friend sure want live smoke much spend hour beg come smoke,0
778,hi kate love see tonight ill phone tomorrow got sing guy gave card xxx,0
779,happi new year dear brother realli miss got number decid send text wish happi abiola,0
780,mean get door,0
781,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli,0
782,hmmm thought said 2 hour slave 3 late punish,0
783,beerag,0
784,import custom servic announc premier call freephon 0800 542 0578,1
785,dont think turn like randomlli within 5min open,0
786,suppos could make still town though,0
787,time fix spell sometim get complet diff word go figur,0
788,ever thought live good life perfect partner txt back name age join mobil commun,1
789,5 free top polyphon tone call 087018728737 nation rate get toppoli tune sent everi week text subpoli 81618 per pole unsub 08718727870,1
790,gud mrng dear hav nice day,0
791,hope enjoy game yesterday sorri touch pl know fondli bein thot great week abiola,0
792,e best 4 ur drive tmr,0
793,u dogbreath sound like jan c al,0
794,omg want scream weigh lost weight woohoo,0
795,gener one uncount noun u dictionari piec research,0
796,realli get hang around,0
797,orang custom may claim free camera phone upgrad loyalti call 0207 153 offer end 14thmarch c appli availa,1
798,petey boy wherear friendsar thekingshead come canlov nic,0
799,ok msg u b4 leav hous,0
800,gim lt gt minut ago,0
801,last chanc claim ur worth discount voucher today text shop 85023 savamob offer mobil cs savamob pobox84 m263uz sub 16,1
802,appt lt time gt fault u listen told u twice,0
803,free 1st week no1 nokia tone 4 ur mobil everi week txt nokia 8077 get txting tell ur mate pobox 36504 w45wq,1
804,guarante award even cashto claim ur award call free 08000407165 2 stop getstop 88222 php rg21 4jx,1
805,k 4,0
806,dled 3d imp,0
807,sure make sure know ai smokin yet,0
808,boooo alway work quit,0
809,take half day leav bec well,0
810,ugh wan na get bed warm,0
811,lt gt,0
812,ring come guy costum gift futur yowif hint hint,0
813,congratul ur award either cd gift voucher free entri 2 weekli draw txt music 87066 tnc,1
814,borrow ur bag ok,0
815,u outbid simonwatson5120 shinco dvd plyr 2 bid visit sm 2 end bid notif repli end,1
816,boytoy miss happen,0
817,lot use one babe model help youi bring match,0
818,also bring galileo dobbi,0
819,respond,0
820,boo babe u enjoyin yourjob u seem 2 b gettin well hunni hope ure ok take care llspeak 2u soonlot lovem xxxx,0
821,good afternoon starshin boytoy crave yet ach fuck sip cappuccino miss babe teas kiss,0
822,road cant txt,0
823,smsservic yourinclus text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae,1
824,25p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti,1
825,good even ttyl,0
826,hmm bit piec lol sigh,0
827,hahaha use brain dear,0
828,hey got mail,0
829,sorri light turn green meant anoth friend want lt gt worth may around,0
830,thank yesterday sir wonder hope enjoy burial mojibiola,0
831,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care 07821230901,1
832,hi mate rv u hav nice hol messag 3 say hello coz sent u 1 age start drive stay road rvx,0
833,dear voucher holder claim week offer pc pleas go http ts cs appli stop text txt stop 80062,1
